year_film,year_ceremony,ceremony,category,name,film,In movies dataset?,winner
2014,2015,87,SOUND MIXING,"Craig Mann, Ben Wilkins and Thomas Curley",Whiplash,Whiplash,TRUE
2014,2015,87,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",Captain America: The Winter Soldier,Captain America: The Winter Soldier,FALSE
2014,2015,87,VISUAL EFFECTS,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,FALSE
2014,2015,87,VISUAL EFFECTS,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",Guardians of the Galaxy,Guardians of the Galaxy,FALSE
2014,2015,87,VISUAL EFFECTS,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",Interstellar,Interstellar,TRUE
2014,2015,87,VISUAL EFFECTS,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",X-Men: Days of Future Past,X-Men: Days of Future Past,FALSE
2014,2015,87,WRITING (Adapted Screenplay),Written by Graham Moore,The Imitation Game,The Imitation Game,TRUE
2014,2015,87,WRITING (Adapted Screenplay),Screenplay by Anthony McCarten,The Theory of Everything,The Theory of Everything,FALSE
2014,2015,87,WRITING (Adapted Screenplay),Written by Damien Chazelle,Whiplash,Whiplash,FALSE
2014,2015,87,WRITING (Original Screenplay),"Written by Alejandro G. IÃ±Ã¡rritu, NicolÃ¡s Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),TRUE
2014,2015,87,WRITING (Original Screenplay),Written by Richard Linklater,Boyhood,Boyhood,FALSE
2014,2015,87,WRITING (Original Screenplay),Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,The Grand Budapest Hotel,The Grand Budapest Hotel,FALSE
2014,2015,87,WRITING (Original Screenplay),Written by Dan Gilroy,Nightcrawler,Nightcrawler,FALSE
2015,2016,88,ACTOR IN A LEADING ROLE,Matt Damon,The Martian,The Martian,FALSE
2015,2016,88,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,The Revenant,TRUE
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Big Short,The Big Short,FALSE
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Tom Hardy,The Revenant,The Revenant,FALSE
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Spotlight,Spotlight,FALSE
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Rylance,Bridge of Spies,Bridge of Spies,TRUE
2015,2016,88,ACTOR IN A SUPPORTING ROLE,Sylvester Stallone,Creed,Creed,FALSE
2015,2016,88,ACTRESS IN A LEADING ROLE,Brie Larson,Room,Room,TRUE
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Jennifer Jason Leigh,The Hateful Eight,The Hateful Eight,FALSE
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rachel McAdams,Spotlight,Spotlight,FALSE
2015,2016,88,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,Inside Out,Inside Out,TRUE
2015,2016,88,CINEMATOGRAPHY,Robert Richardson,The Hateful Eight,The Hateful Eight,FALSE
2015,2016,88,CINEMATOGRAPHY,John Seale,Mad Max: Fury Road,Mad Max: Fury Road,FALSE
2015,2016,88,CINEMATOGRAPHY,Emmanuel Lubezki,The Revenant,The Revenant,TRUE
2015,2016,88,CINEMATOGRAPHY,Roger Deakins,Sicario,Sicario,FALSE
2015,2016,88,COSTUME DESIGN,Jenny Beavan,Mad Max: Fury Road,Mad Max: Fury Road,TRUE
2015,2016,88,COSTUME DESIGN,Jacqueline West,The Revenant,The Revenant,FALSE
2015,2016,88,DIRECTING,Adam McKay,The Big Short,The Big Short,FALSE
2015,2016,88,DIRECTING,George Miller,Mad Max: Fury Road,Mad Max: Fury Road,FALSE
2015,2016,88,DIRECTING,Alejandro G. IÃ±Ã¡rritu,The Revenant,The Revenant,TRUE
2015,2016,88,DIRECTING,Lenny Abrahamson,Room,Room,FALSE
2015,2016,88,DIRECTING,Tom McCarthy,Spotlight,Spotlight,FALSE
2015,2016,88,FILM EDITING,Hank Corwin,The Big Short,The Big Short,FALSE
2015,2016,88,FILM EDITING,Margaret Sixel,Mad Max: Fury Road,Mad Max: Fury Road,TRUE
2015,2016,88,FILM EDITING,Stephen Mirrione,The Revenant,The Revenant,FALSE
2015,2016,88,FILM EDITING,Tom McArdle,Spotlight,Spotlight,FALSE
2015,2016,88,FOREIGN LANGUAGE FILM,France,Mustang,Mustang,FALSE
2015,2016,88,MAKEUP AND HAIRSTYLING,"Lesley Vanderwalt, Elka Wardega and Damian Martin",Mad Max: Fury Road,Mad Max: Fury Road,TRUE
2015,2016,88,MAKEUP AND HAIRSTYLING,"SiÃ¢n Grigg, Duncan Jarman and Robert Pandini",The Revenant,The Revenant,FALSE
2015,2016,88,MUSIC (Original Score),Thomas Newman,Bridge of Spies,Bridge of Spies,FALSE
2015,2016,88,MUSIC (Original Score),Ennio Morricone,The Hateful Eight,The Hateful Eight,TRUE
2015,2016,88,MUSIC (Original Score),JÃ³hann JÃ³hannsson,Sicario,Sicario,FALSE
2015,2016,88,BEST PICTURE,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",The Big Short,The Big Short,FALSE
2015,2016,88,BEST PICTURE,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",Bridge of Spies,Bridge of Spies,FALSE
2015,2016,88,BEST PICTURE,"Doug Mitchell and George Miller, Producers",Mad Max: Fury Road,Mad Max: Fury Road,FALSE
2015,2016,88,BEST PICTURE,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,The Martian,FALSE
2015,2016,88,BEST PICTURE,"Arnon Milchan, Steve Golin, Alejandro G. IÃ±Ã¡rritu, Mary Parent and Keith Redmon, Producers",The Revenant,The Revenant,FALSE
2015,2016,88,BEST PICTURE,"Ed Guiney, Producer",Room,Room,FALSE
2015,2016,88,BEST PICTURE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,Spotlight,TRUE
2015,2016,88,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,Bridge of Spies,Bridge of Spies,FALSE
2015,2016,88,PRODUCTION DESIGN,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,Mad Max: Fury Road,TRUE
2015,2016,88,PRODUCTION DESIGN,Production Design: Arthur Max; Set Decoration: Celia Bobak,The Martian,The Martian,FALSE
2015,2016,88,PRODUCTION DESIGN,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,The Revenant,The Revenant,FALSE
2015,2016,88,SOUND EDITING,Mark Mangini and David White,Mad Max: Fury Road,Mad Max: Fury Road,TRUE
2015,2016,88,SOUND EDITING,Oliver Tarney,The Martian,The Martian,FALSE
2015,2016,88,SOUND EDITING,Martin Hernandez and Lon Bender,The Revenant,The Revenant,FALSE
2015,2016,88,SOUND EDITING,Alan Robert Murray,Sicario,Sicario,FALSE
2015,2016,88,SOUND MIXING,"Andy Nelson, Gary Rydstrom and Drew Kunin",Bridge of Spies,Bridge of Spies,FALSE
2015,2016,88,SOUND MIXING,"Chris Jenkins, Gregg Rudloff and Ben Osmo",Mad Max: Fury Road,Mad Max: Fury Road,TRUE
2015,2016,88,SOUND MIXING,"Paul Massey, Mark Taylor and Mac Ruth",The Martian,The Martian,FALSE
2015,2016,88,SOUND MIXING,"Jon Taylor, Frank A. MontaÃ±o, Randy Thom and Chris Duesterdiek",The Revenant,The Revenant,FALSE
2015,2016,88,VISUAL EFFECTS,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",Ex Machina,Ex Machina,TRUE
2015,2016,88,VISUAL EFFECTS,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",Mad Max: Fury Road,Mad Max: Fury Road,FALSE
2015,2016,88,VISUAL EFFECTS,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",The Martian,The Martian,FALSE
2015,2016,88,VISUAL EFFECTS,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",The Revenant,The Revenant,FALSE
2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Charles Randolph and Adam McKay,The Big Short,The Big Short,TRUE
2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Drew Goddard,The Martian,The Martian,FALSE
2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Emma Donoghue,Room,Room,FALSE
2015,2016,88,WRITING (Original Screenplay),Written by Matt Charman and Ethan Coen & Joel Coen,Bridge of Spies,Bridge of Spies,FALSE
2015,2016,88,WRITING (Original Screenplay),Written by Alex Garland,Ex Machina,Ex Machina,FALSE
2015,2016,88,WRITING (Original Screenplay),"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",Inside Out,Inside Out,FALSE
2015,2016,88,WRITING (Original Screenplay),Written by Josh Singer & Tom McCarthy,Spotlight,Spotlight,TRUE
2015,2016,88,WRITING (Original Screenplay),Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,Straight Outta Compton,Straight Outta Compton,FALSE
2016,2017,89,ACTOR IN A LEADING ROLE,Casey Affleck,Manchester by the Sea,Manchester by the Sea,TRUE
2016,2017,89,ACTOR IN A LEADING ROLE,Andrew Garfield,Hacksaw Ridge,Hacksaw Ridge,FALSE
2016,2017,89,ACTOR IN A LEADING ROLE,Ryan Gosling,La La Land,La La Land,FALSE
2016,2017,89,ACTOR IN A LEADING ROLE,Viggo Mortensen,Captain Fantastic,Captain Fantastic,FALSE
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Hell or High Water,Hell or High Water,FALSE
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Lucas Hedges,Manchester by the Sea,Manchester by the Sea,FALSE
2016,2017,89,ACTOR IN A SUPPORTING ROLE,Dev Patel,Lion,Lion,FALSE
2016,2017,89,ACTRESS IN A LEADING ROLE,Emma Stone,La La Land,La La Land,TRUE
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Nicole Kidman,Lion,Lion,FALSE
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,Hidden Figures,Hidden Figures,FALSE
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Michelle Williams,Manchester by the Sea,Manchester by the Sea,FALSE
2016,2017,89,ANIMATED FEATURE FILM,Travis Knight and Arianne Sutner,Kubo and the Two Strings,Kubo and the Two Strings,FALSE
2016,2017,89,ANIMATED FEATURE FILM,"John Musker, Ron Clements and Osnat Shurer",Moana,Moana,FALSE
2016,2017,89,ANIMATED FEATURE FILM,"Byron Howard, Rich Moore and Clark Spencer",Zootopia,Zootopia,TRUE
2016,2017,89,CINEMATOGRAPHY,Bradford Young,Arrival,Arrival,FALSE
2016,2017,89,CINEMATOGRAPHY,Linus Sandgren,La La Land,La La Land,TRUE
2016,2017,89,CINEMATOGRAPHY,Greig Fraser,Lion,Lion,FALSE
2016,2017,89,COSTUME DESIGN,Mary Zophres,La La Land,La La Land,FALSE
2016,2017,89,DIRECTING,Denis Villeneuve,Arrival,Arrival,FALSE
2016,2017,89,DIRECTING,Mel Gibson,Hacksaw Ridge,Hacksaw Ridge,FALSE
2016,2017,89,DIRECTING,Damien Chazelle,La La Land,La La Land,TRUE
2016,2017,89,DIRECTING,Kenneth Lonergan,Manchester by the Sea,Manchester by the Sea,FALSE
2016,2017,89,FILM EDITING,Joe Walker,Arrival,Arrival,FALSE
2016,2017,89,FILM EDITING,John Gilbert,Hacksaw Ridge,Hacksaw Ridge,TRUE
2016,2017,89,FILM EDITING,Jake Roberts,Hell or High Water,Hell or High Water,FALSE
2016,2017,89,FILM EDITING,Tom Cross,La La Land,La La Land,FALSE
2016,2017,89,MUSIC (Original Score),Justin Hurwitz,La La Land,La La Land,TRUE
2016,2017,89,MUSIC (Original Score),Dustin O'Halloran and Hauschka,Lion,Lion,FALSE
2016,2017,89,MUSIC (Original Song),Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,La La Land,La La Land,FALSE
2016,2017,89,MUSIC (Original Song),Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,La La Land,La La Land,TRUE
2016,2017,89,MUSIC (Original Song),Music and Lyric by Lin-Manuel Miranda,Moana,Moana,FALSE
2016,2017,89,BEST PICTURE,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers",Arrival,Arrival,FALSE
2016,2017,89,BEST PICTURE,"Bill Mechanic and David Permut, Producers",Hacksaw Ridge,Hacksaw Ridge,FALSE
2016,2017,89,BEST PICTURE,"Carla Hacken and Julie Yorn, Producers",Hell or High Water,Hell or High Water,FALSE
2016,2017,89,BEST PICTURE,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",Hidden Figures,Hidden Figures,FALSE
2016,2017,89,BEST PICTURE,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",La La Land,La La Land,FALSE
2016,2017,89,BEST PICTURE,"Emile Sherman, Iain Canning and Angie Fielder, Producers",Lion,Lion,FALSE
2016,2017,89,BEST PICTURE,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",Manchester by the Sea,Manchester by the Sea,FALSE
2016,2017,89,PRODUCTION DESIGN,Production Design: Patrice Vermette; Set Decoration: Paul Hotte,Arrival,Arrival,FALSE
2016,2017,89,PRODUCTION DESIGN,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,La La Land,La La Land,TRUE
2016,2017,89,SOUND EDITING,Sylvain Bellemare,Arrival,Arrival,TRUE
2016,2017,89,SOUND EDITING,Robert Mackenzie and Andy Wright,Hacksaw Ridge,Hacksaw Ridge,FALSE
2016,2017,89,SOUND EDITING,Ai-Ling Lee and Mildred Iatrou Morgan,La La Land,La La Land,FALSE
2016,2017,89,SOUND MIXING,Bernard GariÃ©py Strobl and Claude La Haye,Arrival,Arrival,FALSE
2016,2017,89,SOUND MIXING,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",Hacksaw Ridge,Hacksaw Ridge,TRUE
2016,2017,89,SOUND MIXING,"Andy Nelson, Ai-Ling Lee and Steve A. Morrow",La La Land,La La Land,FALSE
2016,2017,89,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",The Jungle Book,The Jungle Book,TRUE
2016,2017,89,VISUAL EFFECTS,"Steve Emerson, Oliver Jones, Brian McLean and Brad Schiff",Kubo and the Two Strings,Kubo and the Two Strings,FALSE
2016,2017,89,WRITING (Adapted Screenplay),Screenplay by Eric Heisserer,Arrival,Arrival,FALSE
2016,2017,89,WRITING (Adapted Screenplay),Screenplay by Allison Schroeder and Theodore Melfi,Hidden Figures,Hidden Figures,FALSE
2016,2017,89,WRITING (Adapted Screenplay),Screenplay by Luke Davies,Lion,Lion,FALSE
2016,2017,89,WRITING (Original Screenplay),Written by Taylor Sheridan,Hell or High Water,Hell or High Water,FALSE
2016,2017,89,WRITING (Original Screenplay),Written by Damien Chazelle,La La Land,La La Land,FALSE
2016,2017,89,WRITING (Original Screenplay),Written by Kenneth Lonergan,Manchester by the Sea,Manchester by the Sea,TRUE
2017,2018,90,ACTOR IN A LEADING ROLE,TimothÃ©e Chalamet,Call Me by Your Name,Call Me by Your Name,FALSE
2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Kaluuya,Get Out,Get Out,FALSE
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Willem Dafoe,The Florida Project,The Florida Project,FALSE
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",FALSE
2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",TRUE
2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",TRUE
2017,2018,90,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,Coco,Coco,TRUE
2017,2018,90,ANIMATED FEATURE FILM,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",Loving Vincent,Loving Vincent,FALSE
2017,2018,90,CINEMATOGRAPHY,Roger A. Deakins,Blade Runner 2049,Blade Runner 2049,TRUE
2017,2018,90,CINEMATOGRAPHY,Hoyte van Hoytema,Dunkirk,Dunkirk,FALSE
2017,2018,90,COSTUME DESIGN,Jacqueline Durran,Beauty and the Beast,Beauty and the Beast,FALSE
2017,2018,90,DIRECTING,Christopher Nolan,Dunkirk,Dunkirk,FALSE
2017,2018,90,DIRECTING,Jordan Peele,Get Out,Get Out,FALSE
2017,2018,90,FILM EDITING,Paul Machliss and Jonathan Amos,Baby Driver,Baby Driver,FALSE
2017,2018,90,FILM EDITING,Lee Smith,Dunkirk,Dunkirk,TRUE
2017,2018,90,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",FALSE
2017,2018,90,MAKEUP AND HAIRSTYLING,Arjen Tuiten,Wonder,Wonder,FALSE
2017,2018,90,MUSIC (Original Score),Hans Zimmer,Dunkirk,Dunkirk,FALSE
2017,2018,90,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",FALSE
2017,2018,90,MUSIC (Original Song),Music and Lyric by Sufjan Stevens,Call Me by Your Name,Call Me by Your Name,FALSE
2017,2018,90,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Coco,Coco,TRUE
2017,2018,90,BEST PICTURE,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me by Your Name,Call Me by Your Name,FALSE
2017,2018,90,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,Dunkirk,FALSE
2017,2018,90,BEST PICTURE,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,Get Out,FALSE
2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",FALSE
2017,2018,90,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Beauty and the Beast,Beauty and the Beast,FALSE
2017,2018,90,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,Blade Runner 2049,Blade Runner 2049,FALSE
2017,2018,90,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Dunkirk,Dunkirk,FALSE
2017,2018,90,SOUND EDITING,Julian Slater,Baby Driver,Baby Driver,FALSE
2017,2018,90,SOUND EDITING,Mark Mangini and Theo Green,Blade Runner 2049,Blade Runner 2049,FALSE
2017,2018,90,SOUND EDITING,Richard King and Alex Gibson,Dunkirk,Dunkirk,TRUE
2017,2018,90,SOUND MIXING,"Julian Slater, Tim Cavagin and Mary H. Ellis",Baby Driver,Baby Driver,FALSE
2017,2018,90,SOUND MIXING,"Ron Bartlett, Doug Hemphill and Mac Ruth",Blade Runner 2049,Blade Runner 2049,FALSE
2017,2018,90,SOUND MIXING,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Dunkirk,Dunkirk,TRUE
2017,2018,90,VISUAL EFFECTS,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Blade Runner 2049,Blade Runner 2049,TRUE
2017,2018,90,VISUAL EFFECTS,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,FALSE
2017,2018,90,WRITING (Adapted Screenplay),Screenplay by James Ivory,Call Me by Your Name,Call Me by Your Name,TRUE
2017,2018,90,WRITING (Adapted Screenplay),Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Logan,Logan,FALSE
2017,2018,90,WRITING (Original Screenplay),Written by Jordan Peele,Get Out,Get Out,TRUE
2017,2018,90,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",FALSE
2018,2019,91,ACTOR IN A LEADING ROLE,Bradley Cooper,A Star Is Born,A Star Is Born,FALSE
2018,2019,91,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,Bohemian Rhapsody,TRUE
2018,2019,91,ACTOR IN A LEADING ROLE,Viggo Mortensen,Green Book,Green Book,FALSE
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Green Book,Green Book,TRUE
2018,2019,91,ACTOR IN A SUPPORTING ROLE,Sam Elliott,A Star Is Born,A Star Is Born,FALSE
2018,2019,91,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,Roma,Roma,FALSE
2018,2019,91,ACTRESS IN A LEADING ROLE,Lady Gaga,A Star Is Born,A Star Is Born,FALSE
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Marina de Tavira,Roma,Roma,FALSE
2018,2019,91,ANIMATED FEATURE FILM,"Brad Bird, John Walker and Nicole Paradis Grindle",Incredibles 2,Incredibles 2,FALSE
2018,2019,91,ANIMATED FEATURE FILM,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",Isle of Dogs,Isle of Dogs,FALSE
2018,2019,91,ANIMATED FEATURE FILM,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,TRUE
2018,2019,91,CINEMATOGRAPHY,Alfonso CuarÃ³n,Roma,Roma,TRUE
2018,2019,91,CINEMATOGRAPHY,Matthew Libatique,A Star Is Born,A Star Is Born,FALSE
2018,2019,91,DIRECTING,Alfonso CuarÃ³n,Roma,Roma,TRUE
2018,2019,91,DOCUMENTARY (Short Subject),Skye Fitzgerald and Bryn Mooser,Lifeboat,Lifeboat,FALSE
2018,2019,91,FILM EDITING,John Ottman,Bohemian Rhapsody,Bohemian Rhapsody,TRUE
2018,2019,91,FILM EDITING,Patrick J. Don Vito,Green Book,Green Book,FALSE
2018,2019,91,FOREIGN LANGUAGE FILM,Mexico,Roma,Roma,TRUE
2018,2019,91,MUSIC (Original Score),Alexandre Desplat,Isle of Dogs,Isle of Dogs,FALSE
2018,2019,91,MUSIC (Original Song),"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",A Star Is Born,A Star Is Born,TRUE
2018,2019,91,BEST PICTURE,"Graham King, Producer",Bohemian Rhapsody,Bohemian Rhapsody,FALSE
2018,2019,91,BEST PICTURE,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,Green Book,TRUE
2018,2019,91,BEST PICTURE,"Gabriela RodrÃ­guez and Alfonso CuarÃ³n, Producers",Roma,Roma,FALSE
2018,2019,91,BEST PICTURE,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",A Star Is Born,A Star Is Born,FALSE
2018,2019,91,PRODUCTION DESIGN,Production Design: Eugenio Caballero; Set Decoration: BÃ¡rbara EnrÃ­quez,Roma,Roma,FALSE
2018,2019,91,SOUND EDITING,John Warhurst and Nina Hartstone,Bohemian Rhapsody,Bohemian Rhapsody,TRUE
2018,2019,91,SOUND EDITING,Sergio DÃ­az and Skip Lievsay,Roma,Roma,FALSE
2018,2019,91,SOUND MIXING,"Paul Massey, Tim Cavagin and John Casali",Bohemian Rhapsody,Bohemian Rhapsody,TRUE
